Company,Description,Job,Location,Salary,Company Categories,Job Type,Job Title
Maxwell Bond,"As a Senior Business Analyst, you will be working throughout the data transformation, and the changes the business wants to make, how their current database…",Senior Business Analyst,Manchester,57500,recruiter,upper,business analyst
Aspire Data Recruitment,1-2 years plus experience in data analysis.Analysis of large client data sets to discover hidden insights;The modelling team create complex simulation models…,Statistical Analyst,Manchester,35000,recruiter,nan,analyst (other)
Square Peg Associates Ltd,Development of the customer database and data analysis tools.This will include highlighting data quality issues and cleansing of the database as and when…,Marketing Data Analyst,Manchester,40000,recruiter,nan,data analyst
WENDY B LTD,"The successful candidate will harness their analytical skills to create relevant data sets, manipulate and extract data.Job Types: Full-time, Permanent.",Senior Data Analyst,Manchester,46000,recruiter,upper,data analyst
DMW Group,"Typically, our data projects tend to be at enterprise level and range from setting out data strategies & roadmaps, defining and designing data architecture,…",Data Consultant/Data Architect - Manchester,Manchester,85000,recruiter,nan,consultant
Consult RPM,The Head of Data Science will play a key roll in growing the business using a plethora of data science skills.Team Development and management of junior staff.,Head of Data Science – Manchester - £70-120K,Manchester,100000,consult,upper,data scientist
OCC Computing,Provide data access at scale for exploratory analysis.Deployment and support of data-science models in both R&D and production environments.,Senior Data Engineer,Manchester,60000,recruiter,upper,engineer
Venturi,Software Developer required for a start-up E commerce platform revolutionizing their sector.Not only will you be required to be a strong Software Developer…,CRO Developer,Manchester,65000,recruiter,nan,developer
Venturi,They are also offering training on the job within their tech stack and want developers who can work autonomously and have a forward-thinking mind-set.,Senior React/Redux Developer,Manchester,65000,recruiter,upper,developer
New York City NYC HOUSING AUTHORITY,"Ability to create, modify and update reports utilizing various department data sources.Utilize the Physical Needs Assessment database and data collected from…","Data Analyst, PNA",New York City,71479,government,nan,data analyst
New York City TAXI & LIMOUSINE COMMISSION,"We are looking for an energetic analyst who is curious about mobility, data governance, labor, and equity in New York City.",Data Analyst,New York City,55232,government,nan,data analyst
New York City DEPT OF HEALTH/MENTAL HYGIENE,Excellent analytical skills and reasoning; strong written and oral communication skills with a record of peer-reviewed manuscripts and oral presentations;…,"Data Analyst, Chronic Disease Prevention",New York City,75750,healthcare,nan,data analyst
New York City DEPT OF HEALTH/MENTAL HYGIENE,Work closely with data requestors to ensure that data provided will accurately and thoroughly fulfill their needs.,"Data Analyst, Bureau of HIV",New York City,67712,healthcare,nan,data analyst
New York City DEPARTMENT OF INVESTIGATION,Exposure to data mining tools and techniques.Proven experience and demonstrated expertise analyzing large amounts of data using Microsoft Excel; experience…,Data Analyst,New York City,45582,government,nan,data analyst
Research Foundation of The City University of New...,"Facilitating a team-wide initiative to improve data definitions and systems, collection practices, data management, and data analysis practices;",ActionNYC Data Analyst,New York City,48800,education,nan,data analyst
New York City DEPARTMENT OF CORRECTION,"Opportunities for new data sources;The New York City Department of Correction (DOC) is an integral part of the City’s evolving criminal justice system,…",Data Analyst,New York City,63042,government,nan,data analyst
New York City DEPT OF HEALTH/MENTAL HYGIENE,"Managing and monitor data collection.Produce qualitative data collection instruments, including interview guides.Create written reports and presentations.","Data Analyst, Shop Healthy NYC",New York City,66921,healthcare,nan,data analyst
New York City TAXI & LIMOUSINE COMMISSION,"New project development: work with the Director of Programs to develop a programs data agenda, identify new research topics, and explore opportunities for…",Program Data Analyst,New York City,46525,government,nan,data analyst
MetroPlus Health Plan,"Work with Operational areas to achieve mutual data and technical needs.Create and maintain customized queries, batch scripts and data extracts as required;",QA Production Data Analyst,New York City,56000,healthcare,nan,data analyst
Madison Logic,Partner with internal stakeholders to assess and provide data analysis & strategy recommendations for business questions.,Data Scientist,New York City,104000,consult,nan,data scientist
New York City DEPT OF HEALTH/MENTAL HYGIENE,"Review program data, assuring data quality and summarizing data on school immunization compliance for the Unit, as well as internal and external partners.","Data Analyst, Bureau of Immunization",New York City,67712,healthcare,nan,data analyst
New York City DEPARTMENT OF INVESTIGATION,"Acquire data from primary or secondary data sources and maintain databases/data systems.Develop and implement data collection systems, data analytics and other…",Data Scientist,New York City,48137,government,nan,data scientist
New York City DEPARTMENT OF TRANSPORTATION,"Candidate should have proven experience working with geospatial and time-series data.Candidate should be proficient in Python, SQL, and GIS, and possess…",Data Scientist,New York City,78188,government,nan,data scientist
New York City DEPT OF HEALTH/MENTAL HYGIENE,"Applicants should have experience with data manipulation, data analysis, and production of data tables/reports.","Data Analyst, Bureau of Sexually Transmitted Infections",New York City,53877,healthcare,nan,data analyst
New York City DEPARTMENT OF BUSINESS SERV.,"Ensure data collection protocols include the optimal data fields needed to measure outcomes, impact on businesses, and operational efficiencies of the Centers.","DATA ANALYST, BUSINESS OPERATIONS",New York City,47009,government,nan,data analyst
New York City DEPT OF HEALTH/MENTAL HYGIENE,"Experience conducting data analyses using statistical software.Coordinate the migration of molecular epidemiologic data into Maven, including development of…","Data Analyst, Bureau of Tuberculosis Control",New York City,53877,healthcare,nan,data analyst
New York City DEPT OF HEALTH/MENTAL HYGIENE,"Pre-process, clean, recode, and prepare data for analysis using SAS, SUDAAN, and/or R; document data management procedures.","Researcher/Data Analyst, Mental Health",New York City,64933,healthcare,nan,data analyst
New York City DEPT OF HEALTH/MENTAL HYGIENE,"Experience or education with data visualizations and interactive data displays.One is to serve as an entry level data analyst ensuring data quality,…","Data Analyst and Maven Backup System Administrator, Bureau o...",New York City,53877,healthcare,nan,data analyst
MetroPlus Health Plan,"Apply data mining techniques to create statistical models and solutions detecting patterns, relationships across available data sets (e.g. NHWS, Electronic…",Senior Data Scientist,New York City,86000,healthcare,upper,data scientist
New York City DEPARTMENT OF FINANCE,"Identify inconsistencies and anomalies and maintain data integrity.Evaluate Tax Policy's data sources, streams and reports.",Policy Analyst,New York City,64933,finance,nan,analyst (other)
New York City ADMIN FOR CHILDREN'S SVCS,"Collects and analyzes statistical and other quantitative data, employing standard data collection and statistical techniques, in order to produce summary…",Business and Data Analyst Manager,New York City,63535,government,upper,data analyst
Montefiore Medical Center,"Assist leadership define new interventions, automate surveillance, analyze and present data to support operations.",DATA AND REPORTING MANAGER,New York City,61192,healthcare,upper,data (other)
New York City DEPT OF HEALTH/MENTAL HYGIENE,"Process, clean, and prepare SPOA data for analysis; document data management procedures (e.g., data dictionaries, business rules); monitor data quality,…","Data Analyst, Bureau of Mental Health",New York City,64933,healthcare,nan,data analyst
New York City MAYORS OFFICE OF CONTRACT SVCS,Develop processes for data modelling and integrating external and legacy data sources with procurement reporting system.,"Senior Data Analyst M/WBE, Enterprise Data Services",New York City,58000,government,upper,data analyst
Mayor's Office of Contract Services,Proven experience automating data flows or other manual processes.Strong quantitative and problem-solving skills; experience with empirical methods and data…,"Senior Data Analyst M/WBE, Enterprise Data Services",New York City,58000,government,upper,data analyst
New York City NYC EMPLOYEES RETIREMENT SYS,"At least 5 years of ""hands on"" experience working in the area of data architecture (data analyst, data quality lead, DBA, etc.) both OLTP and analytics…",COMPUTER SYSTEMS MANAGER,New York City,82005,government,upper,engineer
New York City Department of Education .,"Strong project management, organizational, data analysis, and presentation skills.The STH Regional Manager will spend the remainder of their time developing…",Students in Temporary Housing (STH) Regional Manager,New York City,59536,education,upper,other
New York City DEPT OF HEALTH/MENTAL HYGIENE,Assist Senior Data Analyst in the development and implementation of protocols to promote use of CIR and MCI immunization and lead data and functionalities by…,"CIR-Lead Coordinator, Bureau of Immunization",New York City,53877,healthcare,upper,other
ACLU,"Subject to the NYCLU’s attorney salary scale which is based on years of legal experience (minimum salary is $103,000 with 8 years of experience).",Senior Staff Attorney,New York City,82400,government,upper,other
CodersData,"Expertise in processing large datasets for data transformation like data cleansing, scrubbing, profiling.Working with data structures and algorithms.",Entry level Data Analyst,New York City,56000,recruiter,nan,data analyst
Rose Technology,"As a data scientist for Rose, candidates will be aggregating data.Enthusiasm for data analysis required.Ability to draw conclusions from data required.",Data Scientist,New York City,72000,tech,nan,data scientist
precision technologies corp,Collaborate with Insurance IMOs to set up data analysis and reporting standards to improve visibility of key performance metrics and risk factors.,Data Analyst,New York City,50000,tech,nan,data analyst
Labaton Sucharow,Dynamic litigation law firm looking to expand its Data Analytics team with a senior client data analyst who will be an active contributor and asset to the team…,Senior Data Analyst,New York City,64000,finance,upper,data analyst
Applico,"The ideal candidate will have a rock-solid background in data analysis, including experience extracting and manipulating data using SQL (or other languages for…",Growth Data Analyst,New York City,66000,recruiter,nan,data analyst
ODSC Hiring Partner,Ideally 1+ years of work experiences as a data scientist or analyst.Data scientist: 1 year (Preferred).Build the underlying codes and algorithms as part of a…,Data Scientist,New York City,92000,recruiter,nan,data scientist
RippleMatch,"After creating a 5-minute profile, we match you directly with great-fit jobs or internships.We work with a huge range of Internships and Full-Time roles…",2020 Summer Internship Program,New York City,22000,recruiter,nan,intern
Kahuna Careers,Data science or data analysis: 2 years (Required).2+ years' experience in a data science or data analysis role.Produce daily metrics and reports.,Data Scientist - For Top Financial Firm,New York City,130000,recruiter,nan,data scientist
Cquest,Extending company’s data with third-party sources of information when needed.Enhancing data collection procedures to include information that is relevant for…,Senior Data Scientist,New York City,140000,consult,upper,data scientist
Pharma RI International,Data scientist: 5 years (Required).Responsible for implementing new technologies for end users and streamlining the process from data collection to submission.,Data Scientist (Hadoop/SAS),New York City,100000,recruiter,nan,data scientist
CASES,"Master’s degree in related field and at least 2 years of experience as a data analyst, or.Bachelor’s degree in related field with at least 3-5 years of…",Senior Program Analyst,New York City,54000,recruiter,upper,analyst (other)
Inpher,4+ years of industry experience in a data science role.Manage data science projects to meet customer’s vision of success.,Data Scientist (Customer Facing),New York City,104000,tech,nan,data scientist
Tenex Capital Management,Undergraduate degree from a leading university with an education in engineering and/or data science.At least two years of work experience in a data science…,Tableau Developer,New York City,72000,finance,nan,developer
ODSC Hiring Partner,Ideally 1+ years of work experiences as a data scientist or analyst (ideally within the marketing field).Build the underlying codes and algorithms as part of a…,"Data Science, Marketing",New York City,92000,recruiter,nan,data scientist
OneThree Biotech,Identify new data types to incorporate into OneThree’s backend database for application across all algorithms.Publication track record (pre-prints count!).,Lead Computational Biologist,New York City,104000,tech,upper,business analyst
Solve Advisors Inc,We are looking for an analytical Front-end Developer to assist our diligent technology team with delivering product developments and enhancements across…,Front-end Developer,New York City,58000,recruiter,nan,developer
Operational Services Division,"Utilizing statistical techniques, acquire data, analyze results and formulate recommendations.Develop application and data products (business process design…",Data Analyst,Boston,56792,recruiter,nan,data analyst
Suffolk DA Office,Produce strategic intelligence products that leverage SCDAO’s unique data along with data from intelligence community partners to help facilitate intelligence…,Senior Crime Data Analyst,Boston,54000,government,upper,data analyst
Exec Office of Technology Services and Security,"Support the development of public-facing data analytics and reporting.Support the design, development, and implementation of data-sharing efforts across…",Data Analyst,Boston,51473,tech,nan,data analyst
Aborn & Co.,"Ability to analyze historical data and build predictive logistics pricing models.Ability to use hard data and metrics to back up assumptions, make…",Data Scientist,Boston,82000,finance,nan,data scientist
Liberty Mutual Insurance,"Extensive experience analyzing data and a broad understanding of core statistical and ML techniques.Detect property hazards from aerial imagery, customer…","Data Scientist, Office of Data Science",Boston,91000,insurance,nan,data scientist
Massachusetts Bay Transportation Authority,Work with departments and stakeholders to communicate relevant data information to appropriate departments.First position is Safety Analyst - Data Analyst and…,Safety Analyst,Boston,57192,government,nan,analyst (other)
Board of Library Commissioners,"Acquires data from external sources, including other Massachusetts departments and agencies, to integrate with agency data sets.",Data Analyst and IT Systems Specialist,Boston,56792,education,nan,data analyst
Dept of Environmental Protect,"Conducting data-driven evaluations of program operations, trends and policy effectiveness to support program management and staff;",Environmental Analyst II,Boston,57628,environment,nan,analyst (other)
EO of HHS PayRoll/Gen Admin,"Serve as a subject matter data expert for MassHealth programs, providing insight into the capabilities and limitations of MassHealth data to members of program…",Senior Healthcare Data Analyst,Boston,65419,healthcare,upper,data analyst
Liberty Mutual Insurance,"Extensive experience with building models using unstructured data such free text, images, voice data etc.Become an expert in the GRS Claims data environment…","Director II, Data Science - GRS Predictive Analytics",Boston,141960,insurance,nan,data scientist
Liberty Mutual Insurance,"Extensive experience with building models using unstructured data such free text, images, voice data etc.Become an expert in the GRS Claims data environment…","Senior Director I, Data Science - GRS Predictive Analytics",Boston,153960,insurance,upper,data scientist
Dept of Children and Families,"Work with the DCF Medical Data Analyst to maintain a database of youth on antipsychotic medications or active Rogers orders, and monitoring data on required…",Psychiatric Social Worker,Boston,56497,government,nan,other
Jerneltechcorp,"A data analyst collects and stores data on sales numbers, market research, logistics, linguistics, or other behaviors.A high level of mathematical ability.",Data Analyst,Boston,44000,tech,nan,data analyst
Congruity360,"2+ years of professional business experience, with at least 1 years’ experience in a data analyst role.Performing preliminary troubleshooting on data and…",Data Analyst,Boston,52000,recruiter,nan,data analyst
CBL Solutions INC,"Master’s degree in a computational field.Demonstrated experience in scripting and coding: bash, awk, perl, python.Cash applications: 1 year (Preferred).","Data Scientist need in Cambridge , MA",Boston,109691,recruiter,nan,data scientist
RippleMatch,"After creating a 5-minute profile, we match you directly with great-fit jobs or internships.We work with a huge range of Internships and Full-Time roles…",2020 Summer Internship Program,Boston,22000,recruiter,nan,intern
Huxley Banking and Finance,"5+ years’ experience in data science, especially in machine learning, software engineering, and leadership.Background in deep learning, NLP, and recommendation…",Customer Insight Data Scientist,Boston,120000,finance,nan,data scientist
ODSC Hiring Partner,"Ideally 1+ years of work experiences as a data scientist or analyst.Build the underlying codes and algorithms as part of a team of data scientists, data…",Data Scientist,Boston,92000,recruiter,nan,data scientist
SFL Scientific,"As a Senior Data Scientist, you will be work directly with clients to design and develop solutions for a wide range of data science and data engineering…",Senior Data Scientist,Boston,100000,consult,upper,data scientist
Neurable Inc.,Prior experience and continued interest in mentorship and technical development of junior data scientists.This position will be responsible for deriving new…,Lead Data Scientist,Boston,108000,tech,upper,data scientist
CBL Solutions INC,Experience data management in multiple PBs scale tiered parallel filesystems.A Master degree in a computational field.Cash applications: 1 year (Preferred).,Senior Scientific Computing Applications Specialist need in...,Boston,109691,recruiter,upper,engineer
Blue Owl,Modern data: You have built models using unstructured data such as text or images.Experience working with large or fast moving data sets.,Data Scientist,San Francisco,220000,tech,nan,data scientist
Blue Owl,"The Senior Data Analyst - Product will work with teams (product, marketing, engineering, data science, CX and business owners, etc.).",Senior Data Analyst- Product,San Francisco,146000,tech,upper,data analyst
University of California Berkeley,The Digital Project Archivist will work with the Assistant Director to fulfill reporting requirements to the granting agency; will work in consultation with…,Digital Project Archivist,San Francisco,44011,education,nan,engineer
East Bay Community Law Center,EBCLC seeks a Director of Development (DD) with skills and expertise to lead the development and implementation of a multi-faceted resource development plan.,Development Director,San Francisco,85600,law,nan,developer
Umba,Extending company’s data with third party sources of information when needed.Enhancing data collection procedures to include information that is relevant for…,Machine Learning Lead,San Francisco,120000,finance,upper,engineer
Flywheel Software,"Visualize data in useful, clear and interesting ways.Strong data visualization skills (Tableau, Looker, Google Data Studio).",Marketing Data Analyst,San Francisco,62000,tech,nan,data analyst
EGIS INC,Present information using data visualization techniques.Undertake preprocessing of structured and unstructured data.Combine models through ensemble modeling.,Data Scientist,San Francisco,48000,tech,nan,data scientist
RippleMatch,"After creating a 5-minute profile, we match you directly with great-fit jobs or internships.We work with a huge range of Internships and Full-Time roles…",2020 Summer Internship Program,San Francisco,22000,recruiter,nan,intern
Sujansky & Associates,"Required: Hands-on technical experience, for example either as a data analyst, programmer, database administrator, etc.",Medical Informatics Associate Consultant (Full-Time),San Francisco,104000,consult,nan,consultant
ODSC Hiring Partner,"Ideally 1+ years of work experiences as a data scientist or analyst.Build the underlying codes and algorithms as part of a team of data scientists, data…",Data Scientist,San Francisco,92000,recruiter,nan,data scientist
Buck Institute for Research on Aging,"Significant experience with data science, bioinformatics and specifically integration of multi-omics data (desired, not required).",Machine Learning Data Scientist or Bioinformatics Fellow,San Francisco,68000,education,nan,data scientist
ODSC Hiring Partner,Ideally 1+ years of work experiences as a data scientist or analyst (ideally within the marketing field).Build the underlying codes and algorithms as part of a…,"Data Scientist, Marketing",San Francisco,92000,recruiter,nan,data scientist
Muso,We are currently architecting an extensible data warehouse in order to ensure we effectively leverage our relational data sources and meet our data use goals.,Data Operations Lead,San Francisco,70000,tech,upper,data (other)
Cityspan,"Work directly with project management team to understand client data needs.Clean, map, and transform client data to meet Cityspan’s database schema.",Technical Services Associate,San Francisco,72000,government,nan,other
United Software Corporation,"We specialize in placement of UI Developers, ReactJS, AngularJS, Quality Assurance Analyst, Data Analyst, Software Developers, UX Engineers etc.",UI Developer (JavaScript - Mandarin Speaking - Will Train),San Francisco,54000,education,nan,developer
Texas Department of Transportation,"A key focus of this role will be helping transform data into actionable insights using data visualization software, such as Tableau.Travel Required: Up to 25%.",Strategic Data Analyst III - Strategic Planning Divsion,Austin,62289,government,nan,data analyst
911 Datamaster Inc,Identify data inconsistencies and conflicts in address data sets.Work towards aggressive timelines to maximize data accuracy.,Data Analyst,Austin,32000,tech,nan,data analyst
ODSC Hiring Partner,"Ideally 1+ years of work experiences as a data scientist or analyst.Build the underlying codes and algorithms as part of a team of data scientists, data…",Data Scientist,Austin,92000,recruiter,nan,data scientist
United Software Corporation,"We specialize in placement of UI Developers, ReactJS, AngularJS, Quality Assurance Analyst, Data Analyst, Software Developers, UX Engineers etc.",UI Developer (JavaScript - Mandarin Speaking - Will Train),Austin,54000,education,nan,developer
Stratford Animal Health,Consolidation of sales data from multiple platforms.Conduct competitive research and analyze benchmarking data.Analyze sales funnels and customer intent.,Data Scientist,Tampa,44000,healthcare,nan,data scientist
ODSC Hiring Partner,"Ideally 1+ years of work experiences as a data scientist or analyst.Build the underlying codes and algorithms as part of a team of data scientists, data…",Data Scientist,Tampa,92000,recruiter,nan,data scientist
US Department of Defense,Knowledge of data mining processes.Provide data preparation for statistical analysis.Skill in data preparation for modeling and analysis.,Mathematical Statistician,Miami,71261,government,nan,math/stats
aikiu,Working with data: 5 years (Required).So that the operating team is able to process data according to pre-existing standards and generate new ones for those…,Sr. Data Scientist/Machine Learning Engineer,Miami,72000,tech,nan,data scientist
Infologitech,Experience documenting data requirements/data stories and maintenance of data models.Conduct data analysis and ensure transformation covers all possibilities…,Data Engineer,Miami,92000,tech,nan,engineer
Liquid Analytics,"Experience managing large numbers of data projects.An understanding of big data, cloud platforms and API’s.Activities include program management, resource and…",ML Product Owner / Data Analyst 'Squad Lead',Miami,92000,recruiter,upper,data analyst
"Rockdale County, Georgia",This position is responsible for the development and implementation of information technology systems to meet Rockdale County’s spatial data analyst system.,GIS Analyst I,Atlanta,32405,government,nan,analyst (other)
Georgia State University,Explore data visualization with a goal of gaining new insights.Identify trends and derive conclusions through analysis of internal and external data.,Development Data Analyst,Atlanta,32000,education,nan,data analyst
ODSC Hiring Partner,"Ideally 1+ years of work experiences as a data scientist or analyst.Build the underlying codes and algorithms as part of a team of data scientists, data…",Data Scientist,Atlanta,92000,recruiter,nan,data scientist
Beyond Outsourcing Inc.,"Strong coder, with experience building models and analyzing data using general machine learning tools and deep learning tools required.",Data Scientist - NLP - OCR Engineer,Atlanta,120000,recruiter,nan,data scientist
"DecisionIQ, Inc.",Coordinate with our data engineering team for onboarding customer data.Develop software to automate custom data unification and data processing solutions.,Data Scientist for AI Platform,Atlanta,88000,recruiter,nan,data scientist
